Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.0,Wed Jun 27 02:06:23 +0000 2018,0.0,1.0,0.0,"JUST IN: Democratic socialist Alexandria Ocasio-Cortez ousts Joe Crowley in New York stunner, CNN projects… https://t.co/2HN1V3rBji",72,@CNN
-0.5859,Wed Jun 27 02:00:13 +0000 2018,0.213,0.787,0.0,Actor Terry Crews tells Senate more men need to talk about sexual assault https://t.co/gBFSjOgXZ6 https://t.co/4ZItgzB6VN,73,@CNN
0.5267,Wed Jun 27 01:45:07 +0000 2018,0.0,0.805,0.195,Justice Kennedy reminds President Trump he is not above the law https://t.co/3MI1qNnZyk (via @CNNOpinion) https://t.co/Qw9pKw5fCm,74,@CNN
0.5719,Wed Jun 27 01:35:07 +0000 2018,0.0,0.791,0.209,"JUST IN: Trump-backed Gov. Henry McMaster wins in South Carolina runoff, CNN projects https://t.co/LWqm7bj7TC https://t.co/OieruRmDT4",75,@CNN
-0.5574,Wed Jun 27 01:30:12 +0000 2018,0.315,0.551,0.134,"After a teen was dragged out of a store and stabbed to death, New Yorkers call for justice https://t.co/Ra5EUj45TV https://t.co/WfNQDa09uN",76,@CNN
0.128,Wed Jun 27 01:15:08 +0000 2018,0.159,0.617,0.225,"These numbers help explain President Trump's travel ban, and how it could play in November https://t.co/1Ndz9oidnS https://t.co/Z3z1qQdKQx",77,@CNN
0.2263,Wed Jun 27 01:00:04 +0000 2018,0.133,0.69,0.177,"The Supreme Court just enabled a network to deceive America's women, writes Ilyse Hogue for @CNNOpinion… https://t.co/cjb1ZT9uMd",78,@CNN
0.7096,Wed Jun 27 00:45:04 +0000 2018,0.0,0.718,0.282,"It turns out Albert Einstein was pretty smart after all, writes Don Lincoln for @CNNOpinion https://t.co/FKE7WWs2RT https://t.co/Hs6mQs1GA2",79,@CNN
-0.5719,Wed Jun 27 00:36:39 +0000 2018,0.15,0.85,0.0,"RT @AC360: “Who lit the fires of hate and incivility?… it began with Donald Trump’s campaign.” 

Iconic news anchor @DanRather tells @ander…",80,@CNN
-0.802,Wed Jun 27 00:30:07 +0000 2018,0.375,0.625,0.0,"Georgia man gets life in prison for cold case stabbing, dragging death https://t.co/39YyaNmwQD https://t.co/W1GNMQtBOB",81,@CNN
0.0,Wed Jun 27 00:15:02 +0000 2018,0.0,1.0,0.0,"President Trump and his Russian counterpart Vladimir Putin may meet next month in Helsinki, the capital of Finland,… https://t.co/h6cC72vVyI",82,@CNN
0.4754,Wed Jun 27 00:00:23 +0000 2018,0.0,0.829,0.171,Aston Martin has unveiled the most powerful regular production car the company has ever offered… https://t.co/1dSgNbOo1Z,83,@CNN
0.0,Tue Jun 26 23:45:04 +0000 2018,0.0,1.0,0.0,The leader of NOAA says climate study remains the agency's priority following reports that it was considering a dra… https://t.co/yBuhmt3HDM,84,@CNN
0.3818,Tue Jun 26 23:30:38 +0000 2018,0.097,0.746,0.157,"RT @OutFrontCNN: When it comes to defending religious freedom, “I will fight [Trump] in every single way possible,” Democratic Sen. Cory Bo…",85,@CNN
0.0,Tue Jun 26 23:30:07 +0000 2018,0.0,1.0,0.0,White House press secretary Sarah Sanders is expected to receive Secret Service protection. The move comes after sh… https://t.co/ADrjgwrp2k,86,@CNN
0.6115,Tue Jun 26 23:15:53 +0000 2018,0.0,0.715,0.285,Uber wins the right to keep operating in London https://t.co/DfiaLiHddx https://t.co/29ZDsRkw0n,87,@CNN
-0.0572,Tue Jun 26 23:04:36 +0000 2018,0.075,0.925,0.0,"Democrats are wary of public shaming: ""I don't want red restaurants and blue restaurants""
https://t.co/qUe5XP5M1r https://t.co/OuDAAstdCG",88,@CNN
-0.3182,Tue Jun 26 22:53:26 +0000 2018,0.133,0.867,0.0,"North Korea's on Trump's travel ban list, but that's not likely to disrupt diplomacy https://t.co/Nb8COVHdAw https://t.co/QeNX4pW1ky",89,@CNN
-0.3612,Tue Jun 26 22:41:11 +0000 2018,0.111,0.889,0.0,Congressional Budget Office projects federal debt could rise to a historic 152% of GDP by 2048 -- the highest in US… https://t.co/MbvO5UpYtD,90,@CNN
-0.2263,Tue Jun 26 22:29:04 +0000 2018,0.112,0.888,0.0,"""What happened to us should never happen again"": Japanese-American protesters weigh in on travel ruling… https://t.co/2mArXDNfQO",91,@CNN
0.0,Tue Jun 26 22:17:24 +0000 2018,0.0,1.0,0.0,"A large streak of ""blue"" was found on the Mars 
https://t.co/O73TiS0GA2 https://t.co/7TKMLBCRar",92,@CNN
0.9217,Tue Jun 26 22:05:54 +0000 2018,0.0,0.515,0.485,"President Trump awarded a posthumous Medal of Honor to a member of the greatest generation, then-1st Lt. Garlin Mur… https://t.co/nmpFBn7ikn",93,@CNN
-0.7717,Tue Jun 26 21:53:53 +0000 2018,0.325,0.675,0.0,"At least 19 people were shot Monday in Chicago, where police for months have touted declining gun violence https://t.co/FRQJ8bL7Py",94,@CNN
-0.5574,Tue Jun 26 21:41:34 +0000 2018,0.184,0.816,0.0,"If you're coming to the US, this is how the travel ban could affect you https://t.co/htB3U0iPEB https://t.co/UeCDHS8p2o",95,@CNN
0.0,Tue Jun 26 21:29:10 +0000 2018,0.0,1.0,0.0,Melania Trump is set for a second trip to immigration facilities https://t.co/4wD0DVYMeS https://t.co/52W3JY322t,96,@CNN
-0.802,Tue Jun 26 21:17:25 +0000 2018,0.325,0.675,0.0,"After finding a gun in a sofa at IKEA, a child fired the loaded weapon in the store, prompting an investigation of… https://t.co/4AEKCwDNLT",97,@CNN
-0.5574,Tue Jun 26 21:06:17 +0000 2018,0.153,0.847,0.0,Uber's Middle East rival is recruiting Saudi women to take the wheel after a female driving ban was lifted on Sunday https://t.co/Z306TrKnbk,98,@CNN
0.0772,Tue Jun 26 20:55:01 +0000 2018,0.152,0.681,0.168,Mitt Romney is running for Senate as a friend and foe of President Trump https://t.co/5dDiCsmJ6B https://t.co/I7Z2Bp5BHp,99,@CNN
0.0772,Wed Jun 27 15:58:05 +0000 2018,0.0,0.885,0.115,"Gorsuch, in union ruling, tips scales on another landmark case https://t.co/KzeM0c2x9E",0,@FoxNews
-0.6486,Wed Jun 27 15:54:00 +0000 2018,0.223,0.777,0.0,"JUST IN: Joe Jackson, patriarch of the Jackson family music group, dead at 89 https://t.co/VCNaaXSr7k https://t.co/mZL23DeBAq",1,@FoxNews
-0.4215,Wed Jun 27 15:33:12 +0000 2018,0.128,0.872,0.0,"Firefighters in Charlotte, North Carolina, came to the aid of a family struggling to fill up a kid’s pool with pots… https://t.co/jUCC3s7E3n",2,@FoxNews
0.7184,Wed Jun 27 15:26:17 +0000 2018,0.0,0.6,0.4,Dying man's final wish to find homes for beloved dogs https://t.co/QfBr9iNdyI,3,@FoxNews
0.3595,Wed Jun 27 15:20:10 +0000 2018,0.0,0.889,0.111,"""OBJECTified"" is back! Iconic rock stars, reality TV mavericks, and some of the biggest names in the world share th… https://t.co/oYaSAzodbs",4,@FoxNews
-0.4215,Wed Jun 27 15:18:51 +0000 2018,0.189,0.811,0.0,Photo captures moment toddler's leg broke while on slide with mom https://t.co/BmNlQA8Jkr https://t.co/dTn5vhZoVL,5,@FoxNews
0.0,Wed Jun 27 15:13:44 +0000 2018,0.0,1.0,0.0,"RT @FoxBusiness: Mark Janus to @Varneyco: ""I think it gives the individual worker in a public sector entity the right to make their own dec…",6,@FoxNews
0.0,Wed Jun 27 15:13:40 +0000 2018,0.0,1.0,0.0,"RT @FoxBusiness: Mark Janus, plaintiff to @Varneyco: ""We've now got 5 million workers, government, private sector workers, that now can mak…",7,@FoxNews
0.0772,Wed Jun 27 15:13:30 +0000 2018,0.0,0.942,0.058,"RT @FoxBusiness: Mark Janus, plaintiff: ""It's up to the worker to decide what they want for themselves not some larger entity."" https://t.c…",8,@FoxNews
0.5859,Wed Jun 27 15:10:00 +0000 2018,0.0,0.703,0.297,.@Marcshort45: “I think it’s a big win for American workers.” https://t.co/ZbhLLKzmrI,9,@FoxNews
0.4019,Wed Jun 27 15:03:13 +0000 2018,0.0,0.787,0.213,".@Judgenap: SCOTUS Deals 'Catastrophic' Blow to Labor Unions, Democratic Party https://t.co/uKJrFo8Pq9",10,@FoxNews
0.3182,Wed Jun 27 15:00:42 +0000 2018,0.0,0.909,0.091,"RT @FoxBusiness: Mark Janus, plaintiff: ""It's just that the worker now has the ability to make his now decision or her decision and that's…",11,@FoxNews
0.0,Wed Jun 27 15:00:37 +0000 2018,0.0,1.0,0.0,"RT @FoxBusiness: Mark Janus, plaintiff: ""We now have 5 million public sector non-union members that can make their own choices to whether t…",12,@FoxNews
0.8126,Wed Jun 27 14:47:00 +0000 2018,0.0,0.619,0.381,OPINION: Supreme Court’s Janus decision is a win for government workers (and all Americans) https://t.co/kvT1YY5SkG,13,@FoxNews
0.5574,Wed Jun 27 14:44:15 +0000 2018,0.0,0.816,0.184,"Moments ago, President @realDonaldTrump tweeted about the Supreme Court dealing a blow to unions by ruling against… https://t.co/nX1AayUTx7",14,@FoxNews
0.5994,Wed Jun 27 14:41:45 +0000 2018,0.0,0.71,0.29,.@Judgenap on Supreme Court issuing decision on mandatory dues for public unions https://t.co/cfjogX58eO https://t.co/0JZxlk62Wr,15,@FoxNews
0.891,Wed Jun 27 14:35:57 +0000 2018,0.0,0.528,0.472,"OPINION: Teacher: In Janus ruling, Supreme Court restores free speech rights to public workers like me https://t.co/Iw4TlSmeDi",16,@FoxNews
0.839,Wed Jun 27 14:25:48 +0000 2018,0.0,0.572,0.428,"Andrew McCarthy: ""It potentially dries up a very rich well of support mainly for Democrats.""… https://t.co/V3Ob3SQrU5",17,@FoxNews
0.5232,Wed Jun 27 14:12:08 +0000 2018,0.054,0.789,0.158,"U.S. Supreme Court deals blow to labor unions, ruling 5-4 that public sector unions may not collect mandatory fees… https://t.co/YoblwcuKku",18,@FoxNews
0.5574,Wed Jun 27 14:10:21 +0000 2018,0.0,0.841,0.159,"BREAKING NEWS: U.S. Supreme Court deals blow to labor unions, ruling 5-4 that public sector unions may not collect… https://t.co/431Ffmlo3E",19,@FoxNews
0.5994,Wed Jun 27 14:02:12 +0000 2018,0.0,0.71,0.29,Supreme Court to give decision on mandatory fees to unions case @AmericaNewsroom @ShannonBream https://t.co/Rt7TXzKEwQ,20,@FoxNews
0.6249,Wed Jun 27 13:54:14 +0000 2018,0.0,0.823,0.177,.@RepGoodlatte: “Peter Strzok is at the center of a great deal of controversy with regard to the Federal Buraeu of… https://t.co/aeDa7wH07o,21,@FoxNews
0.4019,Wed Jun 27 13:52:14 +0000 2018,0.0,0.748,0.252,Active volcanic heat found under Pine Island Glacier https://t.co/87pFyHdB95,22,@FoxNews
0.0,Wed Jun 27 13:49:26 +0000 2018,0.0,1.0,0.0,Strzok arrives for closed-door interview https://t.co/DnJr16oPNG @AmericaNewsroom https://t.co/Cnec6YdavH,23,@FoxNews
0.0,Wed Jun 27 13:40:57 +0000 2018,0.0,1.0,0.0,Federal judge orders end of family separations at U.S. border https://t.co/Sx5SrCnkCh @AmericaNewsroom https://t.co/zqHVRVLe7Z,24,@FoxNews
0.0,Wed Jun 27 13:33:44 +0000 2018,0.0,1.0,0.0,Bolton in Moscow to work out details of possible Trump-Putin summit @AmericaNewsroom https://t.co/qbRVqVQLoF,25,@FoxNews
0.5574,Wed Jun 27 13:31:47 +0000 2018,0.0,0.66,0.34,Awaiting Supreme Court ruling on unions @AmericaNewsroom https://t.co/tJu4BOYA2U,26,@FoxNews
0.0,Wed Jun 27 13:29:27 +0000 2018,0.0,1.0,0.0,Who is Alexandria Ocasio-Cortez? 5 things to know about the New York congressional candidate https://t.co/bgoXxqEFxh,27,@FoxNews
0.34,Wed Jun 27 13:24:35 +0000 2018,0.0,0.806,0.194,.@marcorubio: “We have to have security. We’re a sovereign nation.” @foxandfriends https://t.co/uAfB5vc30e,28,@FoxNews
0.0,Wed Jun 27 13:19:34 +0000 2018,0.0,1.0,0.0,Couple gets 'parking ticket' at their own wedding https://t.co/4LyRONckWc,29,@FoxNews
0.5859,Wed Jun 27 12:40:32 +0000 2018,0.0,0.808,0.192,.@KellyannePolls: “Last night the big winner of all of the contests was President Donald J. Trump.” https://t.co/qPMbw4OU9L,30,@FoxNews
0.1531,Wed Jun 27 12:32:17 +0000 2018,0.133,0.696,0.171,Trump sarcastically congratulates Maxine Waters for becoming 'unhinged FACE' of Dem Party https://t.co/hxLxLe7tWl,31,@FoxNews
0.0,Wed Jun 27 12:20:14 +0000 2018,0.0,1.0,0.0,Senator Hatch Remembers Charles Krauthammer @foxandfriends https://t.co/QWtHBMpFin,32,@FoxNews
0.34,Wed Jun 27 12:15:00 +0000 2018,0.0,0.844,0.156,".@SteveScalise on @foxandfriends: “You have a president who wants to actually secure America’s border."" https://t.co/a4RVbUDEIk",33,@FoxNews
0.3818,Wed Jun 27 12:10:00 +0000 2018,0.0,0.86,0.14,.@SteveScalise on @foxandfriends: “This bill is even stronger than the last bill at building the wall.” https://t.co/JrJWbU3NN9,34,@FoxNews
-0.6908,Wed Jun 27 12:02:28 +0000 2018,0.341,0.659,0.0,JUST IN: Pennsylvania police officer charged in shooting death of Antwon Rose https://t.co/UeuJ7mBcjs,35,@FoxNews
0.0,Wed Jun 27 12:01:40 +0000 2018,0.0,1.0,0.0,Photo of the Day: The sun sets after a heavy thunderstorm hit Kazan during the 2018 World Cup in Russia. https://t.co/uRkKPLiaYW,36,@FoxNews
0.0,Wed Jun 27 11:56:44 +0000 2018,0.0,1.0,0.0,Congress to vote on immigration today @foxandfriends https://t.co/UchRcZ1zLl,37,@FoxNews
-0.6249,Wed Jun 27 11:54:02 +0000 2018,0.254,0.746,0.0,.@michellemalkin: “Where are the Democrat leaders to condemn the disruption of the ordinary business of processing… https://t.co/jK1AxlqcEb,38,@FoxNews
0.4215,Wed Jun 27 11:37:43 +0000 2018,0.0,0.588,0.412,.@NickFoles on his faith https://t.co/VIHHoyZe77,39,@FoxNews
0.0,Wed Jun 27 11:12:51 +0000 2018,0.0,1.0,0.0,OPINION: Do we have to erase the name of Laura Ingalls Wilder to ‘fix’ history? And who will be next? https://t.co/q6iaIQeuEB,40,@FoxNews
-0.3182,Wed Jun 27 10:54:03 +0000 2018,0.168,0.733,0.099,"Veteran's small business is gifted $15,000 worth of lawn equipment after his gear is stolen https://t.co/xwWUPZa6ht",41,@FoxNews
-0.0772,Wed Jun 27 10:38:43 +0000 2018,0.126,0.874,0.0,Deputy exposed to fentanyl via flyer placed on vehicle https://t.co/hC6meqRp8Z,42,@FoxNews
0.7003,Wed Jun 27 10:37:15 +0000 2018,0.092,0.651,0.257,.@RochelleRitchie: “I think one of the problems in this country right now is that freedom of speech is only free wh… https://t.co/w9ct7gAHsg,43,@FoxNews
0.0,Wed Jun 27 10:27:24 +0000 2018,0.0,1.0,0.0,Oklahoma voters approve medical marijuana despite opposition https://t.co/NrDDHZL2AU https://t.co/ZHo7S0UF36,44,@FoxNews
0.0,Wed Jun 27 10:24:48 +0000 2018,0.0,1.0,0.0,Peter Strzok heading to Hill for closed-door interview with House lawmakers https://t.co/y0XLCSy2Ii,45,@FoxNews
0.4767,Wed Jun 27 10:00:18 +0000 2018,0.0,0.871,0.129,".@Judgenap: ""The reason it’s upheld is not because the court finds that it’s wise or prudent, or the right policy o… https://t.co/X5xTJudbnf",46,@FoxNews
0.0,Wed Jun 27 09:55:32 +0000 2018,0.0,1.0,0.0,Secret Service to Start Protecting Sarah Sanders https://t.co/gB6uhPLaY7,47,@FoxNews
0.0,Wed Jun 27 09:40:56 +0000 2018,0.0,1.0,0.0,Maxine Waters' GOP rival seeks traction over her inflammatory comments https://t.co/3GKgxo4SQK,48,@FoxNews
-0.3182,Wed Jun 27 09:31:51 +0000 2018,0.141,0.859,0.0,Red Hen owner resigns from Virginia business group after booting Sarah Sanders from restaurant https://t.co/OwMNIkmcqB,49,@FoxNews
0.5994,Wed Jun 27 09:29:33 +0000 2018,0.0,0.647,0.353,"Alexandria Ocasio-Cortez win stuns Democrats, puts new attention on Pelosi https://t.co/Ih7eCRrfOn",50,@FoxNews
0.0,Wed Jun 27 09:25:37 +0000 2018,0.0,1.0,0.0,.@TomFitton: “We took her statement and sent it along to the House Ethics Committee.” https://t.co/eCj9tdsgqh,51,@FoxNews
-0.7506,Wed Jun 27 09:15:00 +0000 2018,0.286,0.714,0.0,Jerry Seinfeld wants ABC to replace Roseanne in 'The Conners': 'I hate to see a comic lose a job' https://t.co/KBu99maYUk,52,@FoxNews
0.4019,Wed Jun 27 09:12:47 +0000 2018,0.0,0.803,0.197,".@IvankaTrump donates $50,000 to Texas megachurch to help migrant children: pastor https://t.co/tyyRCbApSn",53,@FoxNews
0.0,Wed Jun 27 09:10:48 +0000 2018,0.0,1.0,0.0,Confirmation hearing for VA nominee Wilkie today https://t.co/EREOdhzrYB,54,@FoxNews
0.0,Wed Jun 27 09:08:00 +0000 2018,0.0,1.0,0.0,"Meghan Markle's dad slams Queen Elizabeth, Trump, says he's been shunned since tell-all interview https://t.co/BIs1M0r1b0",55,@FoxNews
0.8316,Wed Jun 27 09:00:01 +0000 2018,0.0,0.625,0.375,".@mercedesschlapp: ""One of [President @realDonaldTrump's] greatest legacies will be this appointment of Supreme Cou… https://t.co/JgqYZS2jUz",56,@FoxNews
0.0,Wed Jun 27 08:53:00 +0000 2018,0.0,1.0,0.0,"Two Detroit @Tigers stars and Cuba natives, Leonys Martin and Jose Iglesias, were among a group of people who were… https://t.co/Qj9zYnWedz",57,@FoxNews
-0.7351,Wed Jun 27 08:45:00 +0000 2018,0.237,0.763,0.0,"@TheJuanWilliams: ""I do think that we are out of control in terms of the mockery, the bullying, the kind of attitud… https://t.co/EoyUwRjeoR",58,@FoxNews
-0.4767,Wed Jun 27 08:38:00 +0000 2018,0.325,0.533,0.142,"JetBlue plane loses communication on JFK Airport tarmac, triggering security scare https://t.co/gbloPCrp1k",59,@FoxNews
0.7351,Wed Jun 27 08:30:00 +0000 2018,0.0,0.617,0.383,Good Samaritans rescue 6 people from boat burning in Fort Lauderdale https://t.co/ZuSPUTGawe https://t.co/nZSUv4mUJZ,60,@FoxNews
0.0,Wed Jun 27 08:23:00 +0000 2018,0.0,1.0,0.0,"On #TheStory, @RepAndyBiggsAZ said that while he is “all for passion” and “commitment to your principles and debate… https://t.co/ebbsnacoMl",61,@FoxNews
0.9118,Wed Jun 27 08:15:00 +0000 2018,0.0,0.594,0.406,".@mercedesschlapp: ""It has been an amazing over 500 days of what I would say, American great success, when it comes… https://t.co/HmHeaBQYCy",62,@FoxNews
-0.7579,Wed Jun 27 08:08:00 +0000 2018,0.419,0.581,0.0,".@McDonalds employees, customer caught on camera in violent food fight https://t.co/LyS3tVMtSl",63,@FoxNews
0.743,Wed Jun 27 08:00:00 +0000 2018,0.0,0.741,0.259,".@POTUS on Medal of Honor recipient Garlin Murl Conner: ""As bullets flew all around him, Lt. Conner directed artill… https://t.co/UC6P3HyGE2",64,@FoxNews
-0.7579,Wed Jun 27 07:53:00 +0000 2018,0.371,0.629,0.0,Pair charged with witness tampering in connection with St. Louis murder case https://t.co/gK08Jw66Di,65,@FoxNews
0.0,Wed Jun 27 07:45:00 +0000 2018,0.0,1.0,0.0,.@RepTimRyan: “I think it’s inappropriate for any of us to condone any kind of political harassment.” https://t.co/YZFTyAEmW8,66,@FoxNews
0.0,Wed Jun 27 07:38:00 +0000 2018,0.0,1.0,0.0,"Britain's Queen Elizabeth, Prince Harry and Meghan, Duchess of Sussex, pose for a group photo at the Queen's Young… https://t.co/m1d1874b8b",67,@FoxNews
0.0,Wed Jun 27 07:30:00 +0000 2018,0.0,1.0,0.0,".@LindseyGrahamSC: ""The person in charge of the #Clinton email investigation, Mr. Strzok, and Ms. Page were in the… https://t.co/jkewOLSJ9V",68,@FoxNews
-0.3182,Wed Jun 27 07:23:00 +0000 2018,0.161,0.839,0.0,"Deaths, dumping of nearly 100 baby hammerhead sharks being investigated in Hawaii https://t.co/rJiTEsHsca",69,@FoxNews
0.0,Wed Jun 27 07:15:00 +0000 2018,0.0,1.0,0.0,"Senator @ChrisCoons: ""It's a little bit harder to throw a punch at someone on the floor if you start the day holdin… https://t.co/zWzdDZ5tZ1",70,@FoxNews
0.0,Wed Jun 27 07:08:00 +0000 2018,0.0,1.0,0.0,"CAN I GET A RIDE?: One alligator hitched a ride home from police after wandering away from a lake in Brandon, Flori… https://t.co/yZZYt7ApHu",71,@FoxNews
0.4767,Wed Jun 27 07:00:00 +0000 2018,0.0,0.86,0.14,.@RepDeSantis: “I’m proud to be leading an effort with a few of my colleagues to censure her in the House.”… https://t.co/V78pfCKbIt,72,@FoxNews
0.4019,Wed Jun 27 06:57:33 +0000 2018,0.0,0.778,0.222,'Fixer Upper' star Chip Gaines jokes family is growing days after Joanna gives birth https://t.co/1LytXVOwoR,73,@FoxNews
-0.765,Wed Jun 27 06:53:00 +0000 2018,0.321,0.586,0.093,"""TEACHER TO THE END"": Georgia teacher Tammy Waddell recently lost her battle with cancer. Her final wish was that l… https://t.co/s0xFfeJ0uc",74,@FoxNews
-0.5574,Wed Jun 27 06:45:00 +0000 2018,0.175,0.825,0.0,".@MorriseyWV on travel ban: ""This is the right decision. President @realDonaldTrump has stood up for national secur… https://t.co/gDT21N4xec",75,@FoxNews
-0.4588,Wed Jun 27 06:38:00 +0000 2018,0.2,0.8,0.0,Woman forced ex to have sex holding machete to his face: cops https://t.co/wjuaWvjfI1,76,@FoxNews
0.743,Wed Jun 27 06:30:00 +0000 2018,0.0,0.717,0.283,".@POTUS presents the Medal of Honor to Pauline Conner, widow of 1st Lt. Garlin Murl Conner. https://t.co/wQVVkvFl3B https://t.co/kyBcHSY4zv",77,@FoxNews
-0.34,Wed Jun 27 06:23:00 +0000 2018,0.112,0.888,0.0,Firefighters salute as a van carrying the body of Long Beach Fire Capt. Dave Rosa passes them during a procession o… https://t.co/XWD2xsbPHt,78,@FoxNews
-0.5423,Wed Jun 27 06:15:00 +0000 2018,0.179,0.821,0.0,“THAT’S A STRAIGHT-UP FELONY”: Police in Anchorage are looking for Alaska’s most wanted critter. The crime? A squir… https://t.co/L0UI53PvWb,79,@FoxNews
-0.1531,Wed Jun 27 06:08:01 +0000 2018,0.18,0.67,0.149,"OPINION: Primaries bring good news for #Trump and Republicans, bad news for divided Democrats https://t.co/kmvDK2uIau",80,@FoxNews
0.2263,Wed Jun 27 06:00:00 +0000 2018,0.0,0.917,0.083,".@NickFoles: ""I know when I'm going through [a] trial, God's always trying to teach me something and allow me to gr… https://t.co/YIPET4WGdV",81,@FoxNews
0.5574,Wed Jun 27 05:53:00 +0000 2018,0.0,0.825,0.175,"At a meeting with members of Congress, @POTUS talked about the Supreme Court ruling upholding the travel ban.… https://t.co/tw9drpSfGn",82,@FoxNews
-0.3818,Wed Jun 27 05:45:00 +0000 2018,0.133,0.867,0.0,".@LindseyGrahamSC: ""I think @JohnBrennan has shown a dislike for the president that questions whether or not he act… https://t.co/aA8eQ0QEgx",83,@FoxNews
-0.9169,Wed Jun 27 05:38:00 +0000 2018,0.569,0.431,0.0,"Graphic novelist gets life in prison for torture, murder of fiancée https://t.co/Id1bdtKTMX",84,@FoxNews
0.6705,Wed Jun 27 05:30:00 +0000 2018,0.0,0.744,0.256,.@AntonioSabatoJr: “I was blacklisted… because of my attachment to the president and my appreciation of the preside… https://t.co/tjXAia4lGt,85,@FoxNews
0.9382,Wed Jun 27 05:23:00 +0000 2018,0.0,0.415,0.585,"Pauline Conner accepts the Medal of Honor from President @realDonaldTrump, honoring a remarkable moment of heroism… https://t.co/vQoAjDvE4V",86,@FoxNews
-0.4404,Wed Jun 27 05:15:00 +0000 2018,0.172,0.828,0.0,"Joe diGenova: ""James @Comey was a dirty cop and Mr. Strzok is dirtier."" #Hannity https://t.co/DnJr16GqFe https://t.co/pLJYGizsPF",87,@FoxNews
-0.1779,Wed Jun 27 05:08:00 +0000 2018,0.21,0.615,0.174,OPINION: @TomFitton: Maxine Waters should be investigated for encouraging violence against Trump officials https://t.co/JrhylQc95p,88,@FoxNews
0.0,Wed Jun 27 05:00:00 +0000 2018,0.0,1.0,0.0,.@POTUS: “We’ve started the wall.” https://t.co/RCxRvKM0KC,89,@FoxNews
-0.4404,Wed Jun 27 04:53:00 +0000 2018,0.302,0.698,0.0,Activist group cancels 'die-in' protest scheduled at Walt Disney World https://t.co/OGYfGY1chB,90,@FoxNews
0.0,Wed Jun 27 04:47:48 +0000 2018,0.0,1.0,0.0,JUST IN: Federal judge orders end of family separations at US border https://t.co/B1BTbtpKzh,91,@FoxNews
0.5622,Wed Jun 27 04:45:00 +0000 2018,0.0,0.824,0.176,"GOOD DOG: Poncho, a valiant police dog in Spain, showed off its first-responder skills by apparently performing CPR… https://t.co/Kw4V0ST126",92,@FoxNews
0.4215,Wed Jun 27 04:37:25 +0000 2018,0.0,0.851,0.149,An @ORStatePolice sergeant rescued a wounded female eagle over the weekend before transporting it in a police cruis… https://t.co/6OkASqEoWv,93,@FoxNews
0.3612,Wed Jun 27 04:30:00 +0000 2018,0.0,0.889,0.111,".@AndrewCMcCarthy: ""With Hillary, it looks like they bent over backwards to not make the case in the face of mounta… https://t.co/pR7ai45fXb",94,@FoxNews
0.4588,Wed Jun 27 04:23:00 +0000 2018,0.0,0.769,0.231,"'Sarah Sanders welcome any time,' NY restaurant's sign says https://t.co/4GElnaQGVH https://t.co/mq0XiGKJRT",95,@FoxNews
0.1531,Wed Jun 27 04:15:00 +0000 2018,0.0,0.89,0.11,.@POTUS: “I want people to come into our country because our country is doing so well… We need workers. So I want p… https://t.co/KxesqWz9SI,96,@FoxNews
-0.296,Wed Jun 27 04:08:00 +0000 2018,0.196,0.804,0.0,Republican lawmaker introduces motion asking for Maxine Waters' resignation https://t.co/cScJNqN0mq,97,@FoxNews
0.0,Wed Jun 27 04:01:00 +0000 2018,0.0,1.0,0.0,"'The Red Hen' restaurant that kicked out @PressSec Sarah Sanders on Friday will remain closed until next week, and… https://t.co/JYdZAfB7VS",98,@FoxNews
-0.25,Wed Jun 27 03:55:00 +0000 2018,0.125,0.875,0.0,"OPINION: The 2018 primaries: Is the 'big, blue wave' a big reality or a big dud? https://t.co/PF400ykBaQ",99,@FoxNews
-0.1779,Wed Jun 27 15:58:45 +0000 2018,0.204,0.655,0.142,"Germany, the defending World Cup champion, lost to South Korea and failed to advance out of the group stage. Mexico… https://t.co/ath6QUMX4R",0,@NYTimes
0.5994,Wed Jun 27 15:56:33 +0000 2018,0.0,0.843,0.157,"Video review has come to the World Cup, and it probably just knocked the defending champion Germany out of the tour… https://t.co/Jl9sDRbvIG",1,@NYTimes
-0.5423,Wed Jun 27 15:53:06 +0000 2018,0.235,0.667,0.098,RT @nytopinion: Does Donald Trump fear foreigners invading America like he fears germs contaminating his body? Watch Episode 3 of @realtrum…,2,@NYTimes
0.0,Wed Jun 27 15:49:03 +0000 2018,0.0,1.0,0.0,Because Slack is down and you might have to actually talk to your coworkers ¯\_(ツ)_/¯ https://t.co/W52HIDHdEf,3,@NYTimes
-0.8271,Wed Jun 27 15:43:02 +0000 2018,0.401,0.599,0.0,A police officer was charged with criminal homicide in the fatal shooting of teenager Antwon Rose  https://t.co/0qvGG0RSQ4,4,@NYTimes
0.0,Wed Jun 27 15:33:04 +0000 2018,0.0,1.0,0.0,RT @randyNYT: Notice the accent marks on Mexico's World Cup jerseys? A New York Times editor @apchavira did that: https://t.co/7169yQMwqw,5,@NYTimes
-0.1406,Wed Jun 27 15:23:06 +0000 2018,0.126,0.771,0.103,"Germany probably advances in the World Cup with a win, but might not, and probably doesn’t advance with a loss, but… https://t.co/jAi6tGii3T",6,@NYTimes
